cik,ni,ocf,rev,cogs,at,at_prev,se,fyear,ticker,tacc,gpoa,sic,sin_type,sin_core,sin_broad
1326706,-2831000.0,-1533000.0,229000.0,88000.0,494000.0,1983000.0,-2499000.0,2016,FEED,-0.6545637922339889,0.0711043872919818,3842.0,none,0,0
1326732,45125000.0,95238000.0,,,428563000.0,206910000.0,337933000.0,2016,XNCR,-0.2421970905224493,,2834.0,none,0,0
1326801,10217000000.0,16108000000.0,27638000000.0,3789000000.0,64961000000.0,49407000000.0,59194000000.0,2016,META,-0.1192341166231505,0.4827048798753213,7370.0,none,0,0
1327068,666552810.0,527463648.0,692419178.0,,3283178094.0,3177728808.0,,2016,USO,0.0437699912119121,,6221.0,none,0,0
1327567,-192700000.0,658600000.0,1378500000.0,,3174600000.0,2316600000.0,870600000.0,2016,PANW,-0.3674782008115341,,3577.0,none,0,0
1327607,,,,,,,95928000.0,2016,MYFW,,,6022.0,none,0,0
1327688,-12949000.0,385000.0,104524000.0,,73338000.0,76536000.0,39820000.0,2016,OOMA,-0.1742186683390822,,7374.0,none,0,0
1327811,-384699000.0,350626000.0,1574440000.0,,3268282000.0,2730094000.0,1276608000.0,2016,WDAY,-0.2693405428531032,,7374.0,none,0,0
1327978,,87371000.0,216170000.0,,1783728000.0,1960891000.0,516343000.0,2016,ZARE,,,6798.0,none,0,0
1328237,365971348.0,-291347958.0,,,2559242943.0,2011221197.0,2557464539.0,2016,DBC,0.32682596373809,,6221.0,none,0,0
1328581,,151907000.0,3911215000.0,,1439197000.0,1248606000.0,580004000.0,2016,BCC,,,5030.0,none,0,0
1328598,-2249106.0,-2247862.0,0.0,,,,,2016,FXE,,,6221.0,none,0,0
1328792,,1729773.0,,,13660802.0,11047685.0,4803016.0,2016,TPCS,,,3440.0,none,0,0
1328919,-7798300.0,36154088.0,144132183.0,,1001942344.0,1037874170.0,573975304.0,2016,GASS,-0.0423484746710673,,4412.0,none,0,0
1329099,1675395000.0,,,,26213076000.0,22824616000.0,13290154000.0,2016,BAIDF,,,7370.0,none,0,0
1329394,110940000.0,125568000.0,,,606026000.0,445628000.0,442763000.0,2016,SIMO,-0.0328255854659043,,3674.0,none,0,0
1329606,-1699726.0,-513186.0,2047333.0,1283011.0,2777139.0,3248878.0,,2016,CETY,-0.3652153143331328,0.2352572180303477,4924.0,none,0,0
1330568,682782768.0,0.0,,,,,,2016,SLV,,,6221.0,none,0,0
1331520,,175701000.0,,,9808465000.0,9289122000.0,1327490000.0,2016,HOMB,,,6022.0,none,0,0
1331875,650000000.0,1162000000.0,7257000000.0,,14521000000.0,13931000000.0,5996000000.0,2016,FNF,-0.0367525662192233,,6361.0,none,0,0
1332174,83661845.0,-258661284.0,2294340.0,,,,,2016,ISMCF,,,6221.0,none,0,0
1332349,-404397000.0,373651000.0,4976980000.0,,9217687000.0,10048564000.0,2077982000.0,2016,BKD,-0.0774287748975873,,8050.0,none,0,0
1332551,-30594000.0,-18907000.0,62680000.0,,2053543000.0,2765562000.0,704299000.0,2016,ACR-PD,-0.0042259041742691,,6798.0,none,0,0
1333141,1243267000.0,2139882000.0,,12131145000.0,26933942000.0,25365254000.0,10808722000.0,2016,FMCQF,-0.0353481577594295,,8090.0,none,0,0
1333172,-303823000.0,39826000.0,419782000.0,175072000.0,2752895000.0,2958813000.0,678287000.0,2016,NMPRY,-0.1161442105330752,0.0827054633057242,4412.0,none,0,0
1333274,34943000.0,140782000.0,931623000.0,,1158708000.0,1182817000.0,379128000.0,2016,MERC,-0.0894804521747658,,2611.0,none,0,0
1333493,304000.0,4083000.0,193324000.0,862000.0,357674000.0,113319000.0,252280000.0,2016,EHTH,-0.0333483352306321,1.6984089164217828,6411.0,none,0,0
1333822,-21275000.0,-3400000.0,,15078000.0,21097000.0,35258000.0,10983000.0,2016,LEDS,-0.5069771399398718,,3674.0,none,0,0
1333986,1254000000.0,-236000000.0,11763000000.0,,,,,2016,EQH-PC,,,6411.0,none,0,0
1334036,-16494000.0,39754000.0,,,566390000.0,608020000.0,220383000.0,2016,CROX,-0.0925101147988553,,3021.0,none,0,0
1334325,4930548.0,4385040.0,21118319.0,8465322.0,23341661.0,,,2016,CODA,,,3812.0,defense,0,1
1334933,-17329872.0,-13080607.0,,0.0,76665928.0,49982462.0,49718406.0,2016,UEC,-0.0850151199034573,,1090.0,none,0,0
1334978,135070000.0,308510000.0,2679822000.0,,5708370000.0,6295975000.0,,2016,CCO,-0.0275477586870977,,7310.0,none,0,0
1335105,-2134732.0,-1677447.0,,,433411.0,597975.0,214760.0,2016,NMAD,-0.7647226054600945,,2834.0,none,0,0
1335258,2942000.0,598739000.0,7826336000.0,,6764266000.0,6156241000.0,1126016000.0,2016,LYV,-0.0967793496063588,,7900.0,none,0,0
1336917,256979000.0,366623000.0,4833338000.0,,3644331000.0,2865970000.0,2030900000.0,2016,UA,-0.0382572043671078,,2300.0,none,0,0
1336920,244000000.0,,7043000000.0,6103000000.0,9132000000.0,3370000000.0,3135000000.0,2016,LDOS,,0.2789317507418398,7373.0,none,0,0
1337013,-222000.0,7909000.0,,,96344000.0,95357000.0,50689000.0,2016,INFU,-0.0852690416015604,,3841.0,none,0,0
1337068,,8513000.0,,,587693000.0,571513000.0,,2016,MGYR,,,6035.0,none,0,0
1337117,32139000.0,41472000.0,199574000.0,97543000.0,178019000.0,142003000.0,102229000.0,2016,ITRN,-0.0657239635782342,0.7185129891622007,5065.0,none,0,0
1337298,56341000.0,90975000.0,,,529043000.0,489109000.0,332813000.0,2016,FF,-0.0708103919576209,,2860.0,none,0,0
1338929,-819015.0,-232296.0,18750.0,,59703.0,45241.0,-1310176.0,2016,AHRO,-12.968745164784156,,5130.0,none,0,0
1338940,201000.0,30455000.0,312794000.0,25924000.0,368452000.0,442298000.0,208144000.0,2016,PERI,-0.0684018467187281,0.6485898647518189,7371.0,none,0,0
1339970,-57855000.0,-52861000.0,,,80524000.0,129675000.0,62801000.0,2016,ATYR,-0.0385116637748216,,2836.0,none,0,0
1340476,,,,,,,129377000.0,2016,DRTTF,,,7372.0,none,0,0
1341170,-34079770.0,-832238.0,20545336.0,,143693504.0,172124391.0,54106764.0,2016,ESEA,-0.1931599107299093,,4412.0,none,0,0
1341235,-18699450.0,,,,25187679.0,28204764.0,21649817.0,2016,ALDX,,,2834.0,none,0,0
1341317,13215000.0,14931000.0,,,,,115366000.0,2016,BWBBP,,,6022.0,none,0,0
1341439,9452000000.0,14126000000.0,37792000000.0,,123600000000.0,106483000000.0,48462000000.0,2016,ORCL-PD,-0.0438943305504165,,7372.0,none,0,0
1341766,-3067615.0,-2363412.0,,,17717122.0,15265870.0,10894637.0,2016,CELH,-0.0461292412420648,,2086.0,none,0,0
1341878,,,,,,3287034.0,,2016,SCDA,,,7372.0,none,0,0
1342338,50912000.0,84672000.0,,,799634000.0,802337000.0,467733000.0,2016,HIMX,-0.0420770823232631,,3674.0,none,0,0
1342423,8058000.0,14304000.0,111789000.0,,311166000.0,291934000.0,123487000.0,2016,LMNR,-0.021395246870868,,100.0,none,0,0
1342958,-12710688.0,-5902901.0,16574491.0,11273258.0,18835096.0,23474210.0,7756272.0,2016,KUST,-0.290011335844742,0.2258322218298294,3663.0,none,0,0
1343009,-307181.0,-120103.0,112500.0,,282959.0,22633.0,-230483.0,2016,CNBX,-8.265718199089825,,2834.0,none,0,0
1343465,-1491224.0,-333818.0,3202908.0,219282.0,624543.0,1829465.0,-1866297.0,2016,SNPW,-0.6326472493324551,1.6308735067355755,7310.0,none,0,0
1345016,-1711000.0,126900000.0,,60363000.0,885206000.0,755427000.0,816138000.0,2016,YELP,-0.1702494086126124,,7200.0,none,0,0
1345126,54685000.0,111372000.0,729989000.0,,1777155000.0,1421042000.0,856405000.0,2016,CODI-PA,-0.039891150296754,,2510.0,none,0,0
1346022,-525501.0,-384326.0,,,216631.0,294871.0,-157550.0,2016,ENRT,-0.478768681898186,,1000.0,none,0,0
1346287,-50159.0,,,,200000.0,200000.0,-504723.0,2016,CLUS,,,4899.0,none,0,0
1346610,-33366000.0,-25945000.0,55861000.0,,58468000.0,,-102210000.0,2016,SOS,,,6200.0,none,0,0
1346830,-57280000.0,-47381000.0,86000.0,,63828000.0,110897000.0,50725000.0,2016,TVRD,-0.089263009819923,,2834.0,none,0,0
1346917,-274424.0,,,,71054.0,203722.0,-620555.0,2016,GNTOF,,,1000.0,none,0,0
1347178,-18010000.0,,146017000.0,,210374000.0,213050000.0,131330000.0,2016,VNDA,,,2834.0,none,0,0
1347858,-11581430.0,-9887580.0,12279979.0,12709678.0,27642357.0,18370512.0,24334359.0,2016,XXII,-0.092204833485316,-0.023390692649176,2111.0,tobacco,1,1
1348362,-1277249.0,-660856.0,,,1136892.0,496118.0,806738.0,2016,LEXX,-1.2424322439419655,,2834.0,none,0,0
1349436,,,,,1081392000.0,2922027000.0,512917000.0,2016,SD,,,1311.0,none,0,0
1350102,-38850782.0,-16855484.0,,,11614841.0,18750170.0,-13991076.0,2016,ASTI,-1.1730719241478875,,3674.0,none,0,0
1350156,-262022.0,-118385.0,,,22520.0,53732.0,-1647910.0,2016,PAXH,-2.673211494081739,,5700.0,none,0,0
1350593,63900000.0,,800600000.0,531700000.0,1228400000.0,1166400000.0,422100000.0,2016,MWA,,0.2305384087791495,3490.0,none,0,0
1350653,-29925000.0,-9959000.0,120248000.0,44114000.0,94188000.0,146341000.0,-41504000.0,2016,ATEC,-0.136434765376757,0.5202506474603836,3841.0,none,0,0
1351636,-6860000.0,2257000.0,15507000.0,9549000.0,16117000.0,,-57206000.0,2016,SSTI,,,7372.0,none,0,0
1352010,99266000.0,167217000.0,1160132000.0,737186000.0,925811000.0,778536000.0,781412000.0,2016,EPAM,-0.0872804854239238,0.5432581152316656,7371.0,none,0,0
1352952,-3851584.0,320912.0,23753446.0,8230420.0,7393624.0,5062769.0,-3920374.0,2016,CNFN,-0.8241529487124536,3.0661138203224363,7389.0,none,0,0
1353611,-434766.0,-361431.0,52864.0,,,,,2016,FXB,,,6221.0,none,0,0
1353612,-810823.0,-817591.0,23285.0,,,,,2016,FXC,,,6221.0,none,0,0
1353613,-826488.0,-832636.0,0.0,,,,,2016,FXY,,,6221.0,none,0,0
1353614,1862467.0,1987083.0,2576284.0,,,,,2016,FXA,,,6221.0,none,0,0
1353615,-1933192.0,-1960158.0,0.0,,,,,2016,FXF,,,6221.0,none,0,0
1354866,-1924110.0,-1660139.0,,95017.0,370090.0,2148280.0,-993592.0,2016,BYRN,-0.1228755097100936,,3690.0,none,0,0
1355096,1235000000.0,,10647000000.0,,20355000000.0,21180000000.0,6772000000.0,2016,QVCAQ,,,5961.0,none,0,0
1355790,-1079000.0,,7165000.0,1944000.0,7045000.0,7138000.0,3444000.0,2016,ISCO,,0.7314373774166433,2834.0,none,0,0
1355839,-1452776.0,-406651.0,20988429.0,5015565.0,27524151.0,17263743.0,20843462.0,2016,IPM,-0.0605966504482834,0.9252260068978088,7370.0,none,0,0
1355848,-6213135.0,-3716277.0,866875.0,,17939668.0,18870536.0,10055526.0,2016,TOON,-0.1323151605232623,,7812.0,none,0,0
1356090,-186612000.0,-48988000.0,190926000.0,,949068000.0,982046000.0,560237000.0,2016,PGEN,-0.1401400749048415,,2834.0,none,0,0
1356093,-4698000.0,-4106000.0,,,24419000.0,23036000.0,4480000.0,2016,CREX,-0.0256989060600798,,7373.0,none,0,0
1356576,91221000.0,66812000.0,215003000.0,,309568000.0,188626000.0,191755000.0,2016,SUPN,0.129404217870283,,2834.0,none,0,0
1357459,-21074611.0,-15616108.0,16246.0,,22604328.0,14949548.0,11330778.0,2016,PALI,-0.3651282968555303,,2836.0,none,0,0
1357615,-70000000.0,61000000.0,4268000000.0,,4144000000.0,3412000000.0,757000000.0,2016,KBR,-0.0383939038686987,,1600.0,none,0,0
1357671,-7391907.0,-2517113.0,,43321.0,378101.0,609468.0,-2908933.0,2016,CRTD,-7.998441263528192,,4522.0,none,0,0
1357971,3241423.0,6781236.0,,,49958360.0,47954064.0,23685099.0,2016,ESOA,-0.0738167467933479,,1623.0,none,0,0
1358190,7312976.0,15277522.0,134744600.0,,208377618.0,238626919.0,172755386.0,2016,ITP,-0.0333765613426036,,2670.0,none,0,0
1358633,-1609.0,-421.0,,,,421.0,-42468.0,2016,SNBH,-2.821852731591449,,5734.0,none,0,0
1359931,-28526000.0,-23687000.0,,,43520000.0,67538000.0,38441000.0,2016,TARA,-0.0716485534069708,,2836.0,none,0,0
1360214,-19087000.0,-11215000.0,,,27247000.0,14131000.0,6432000.0,2016,HROW,-0.557073101691317,,2834.0,none,0,0
1360442,-3133376.0,-252018.0,29168.0,27321.0,3710775.0,2992058.0,2613956.0,2016,DOGP,-0.9630020541045662,0.0006173008678307,7200.0,none,0,0
1360565,433171.0,986056.0,11615033.0,6202145.0,12881307.0,8475724.0,9427678.0,2016,WFCF,-0.0652315955545508,0.6386342924805007,7372.0,none,0,0
1360604,45912000.0,203695000.0,460928000.0,,3747844000.0,3172300000.0,1687274000.0,2016,HR,-0.0497377297229139,,6798.0,none,0,0
1360901,107528000.0,421886000.0,1456790000.0,,1662346000.0,1479171000.0,527298000.0,2016,EVR,-0.2125230957069872,,6282.0,none,0,0
1361113,-14193000.0,7347000.0,165863000.0,15737000.0,181838000.0,165144000.0,95953000.0,2016,VRNS,-0.1304316233105653,0.909061182967592,7372.0,none,0,0
1361538,26723000.0,62577000.0,,,1170567000.0,1132254000.0,,2016,PRIM,-0.0316660395988885,,1623.0,none,0,0
1361658,611000000.0,963000000.0,,,9819000000.0,9591000000.0,714000000.0,2016,TNL,-0.0367010739234699,,7011.0,none,0,0
1362004,46584000.0,80057000.0,1185097000.0,,1085571000.0,1080290000.0,566004000.0,2016,ICFI,-0.030985198418943,,8742.0,none,0,0
1362190,-9578630.0,-2340281.0,,1226321.0,4488600.0,5346370.0,307237.0,2016,AEYE,-1.353881044521797,,7372.0,none,0,0
1362468,220866000.0,348150000.0,1378942000.0,,1671576000.0,1358331000.0,473622000.0,2016,ALGT,-0.0937061732375982,,4512.0,none,0,0
1362516,-574317.0,-49063.0,544782.0,179765.0,541172.0,687809.0,-163231.0,2016,CLRI,-0.7636625865610948,0.5306952947693327,4812.0,none,0,0
1362988,151453000.0,468092000.0,812084000.0,,7244665000.0,6569964000.0,1834314000.0,2016,AYR,-0.0481949368367924,,7359.0,none,0,0
1364250,85397000.0,339449000.0,742551000.0,,7613705000.0,6066161000.0,1921143000.0,2016,DEI,-0.0418801940799131,,6798.0,none,0,0
1364479,-19700000.0,433400000.0,,,3466000000.0,3397000000.0,317700000.0,2016,HRI,-0.1333823962319693,,7350.0,none,0,0
1364954,-42245000.0,24262000.0,,119601000.0,290652000.0,291356000.0,221939000.0,2016,CHGG,-0.2282671371106138,,8200.0,none,0,0
1365135,253200000.0,1041900000.0,5422900000.0,,9419600000.0,9449200000.0,,2016,WU,-0.0834673834821995,,7389.0,none,0,0
1365388,-41238.0,-13541.0,0.0,,0.0,286.0,-383865.0,2016,HSTI,-96.84265734265736,,6770.0,none,0,0
1365767,-7994000.0,-3464000.0,90369000.0,27895000.0,190940000.0,208215000.0,157303000.0,2016,ALLT,-0.0217563576111231,0.30004562591552,3576.0,none,0,0
1366868,-132646000.0,8813000.0,96861000.0,,1132614000.0,1175015000.0,161819000.0,2016,GSAT,-0.1203891014157266,,4899.0,none,0,0
1367083,9274000.0,,12825000.0,7157000.0,27507000.0,12098000.0,22863000.0,2016,SNOA,,0.4685071912712845,3841.0,none,0,0
1367644,51800000.0,54600000.0,,,970111000.0,1037484000.0,596200000.0,2016,EBS,-0.0026988368013386,,2834.0,none,0,0
1367859,2573000.0,5698000.0,,,686414000.0,581770000.0,63826000.0,2016,CZWI,-0.0053715385805387,,6035.0,none,0,0
1368265,,46288000.0,402656000.0,,897257000.0,1000528000.0,468865000.0,2016,CLNE,,,4932.0,none,0,0
1368458,222942000.0,354112000.0,,,2109859000.0,2043126000.0,-288976000.0,2016,SBH,-0.0642006415659142,,5990.0,none,0,0
1368514,-19515151.0,-18268973.0,10661037.0,1606573.0,23685085.0,23714517.0,-4457262.0,2016,ADMA,-0.0525491621861832,0.3818110231804426,2836.0,none,0,0
1368622,,,228940000.0,133755000.0,387456000.0,389491000.0,347246000.0,2016,AVAV,,0.2443830537804467,3721.0,none,0,0
1369241,-366195000.0,261967000.0,498332000.0,,3127064000.0,3662121000.0,487713000.0,2016,DAC,-0.1715295589632346,,4412.0,none,0,0
1369290,-3617022.0,-3202670.0,1103277.0,282164.0,1658252.0,,-17530456.0,2016,MYO,,,3842.0,none,0,0
1370053,-4259000.0,-9030000.0,,,62180000.0,,-38248000.0,2016,ANAB,,,2834.0,none,0,0
1370416,-97573000.0,,483790000.0,293120000.0,331460000.0,213683000.0,85438000.0,2016,WPRT,,0.8923030844756017,3510.0,none,0,0
1370450,,21600000.0,208941000.0,143260000.0,108347000.0,72345000.0,49918000.0,2016,WLDN,,0.9078858248669568,8711.0,none,0,0
1370637,-29901000.0,47964000.0,364967000.0,123328000.0,581193000.0,553061000.0,344757000.0,2016,ETSY,-0.1407891715380401,0.4369120223628135,7389.0,none,0,0
1370946,393000000.0,943000000.0,5677000000.0,,7741000000.0,7326000000.0,3849000000.0,2016,OC,-0.075075075075075,,3290.0,none,0,0
1371128,199799.0,-671864.0,,,317495.0,372122.0,-6644200.0,2016,NEWH,2.342411897173508,,3081.0,none,0,0
1371285,,5006000.0,188230000.0,,82345000.0,70917000.0,44715000.0,2016,TRUP,,,6324.0,none,0,0
1371489,,12359000.0,,,235122000.0,130759000.0,57036000.0,2016,III,,,8742.0,none,0,0
1372299,-16208000.0,,,,36078000.0,36786000.0,13567000.0,2016,OCGN,,,2836.0,none,0,0
1372514,,-8413180.0,,,9730602.0,9507701.0,-329421.0,2016,KPHMW,,,2834.0,none,0,0
1372612,-151787000.0,-2389000.0,398605000.0,112130000.0,493674000.0,497488000.0,74732000.0,2016,BXCAP,-0.3003047309683851,0.5758430354098993,7372.0,none,0,0
1372920,274457000.0,622694000.0,1799509000.0,,,,,2016,NWOEF,,,8200.0,none,0,0
1373670,23756000.0,-4852000.0,390985000.0,,540984000.0,473876000.0,384572000.0,2016,GRBK-PA,0.0603702234339785,,1531.0,none,0,0
1373715,-414249000.0,159081000.0,1390513000.0,398995000.0,2033767000.0,1807052000.0,541093000.0,2016,NOW,-0.317273658976056,0.5486936734526732,7372.0,none,0,0
1374310,186800000.0,229600000.0,703100000.0,136700000.0,476700000.0,384788000.0,317900000.0,2016,CBOE,-0.1112300799401228,1.4719793756562054,6200.0,none,0,0
1374328,368078.0,48169.0,25313601.0,,15379463.0,17558378.0,912000.0,2016,FTLF,0.0182197353309058,,2833.0,none,0,0
1374567,,26000.0,,,4352000.0,3888410.0,-2190000.0,2016,LUVU,,,2510.0,none,0,0
1374690,-57878000.0,-51975000.0,0.0,,131621000.0,189106000.0,121727000.0,2016,LRMR,-0.0312152972407009,,2834.0,none,0,0
1375205,-3010000.0,3390000.0,,15848000.0,89940000.0,95757000.0,36232000.0,2016,URG,-0.0668358448990674,,1040.0,none,0,0
1375348,-29683.0,49.0,,,2032.0,10.0,-508700.0,2016,GLNS,-2973.2,,1090.0,none,0,0
1375365,72081000.0,107987000.0,2225022000.0,1894521000.0,1398061000.0,1192638000.0,730411000.0,2016,SMCIP,-0.0301063692419661,0.2771176165777042,3571.0,none,0,0
1375877,,-278073000.0,,,5406606000.0,4413928000.0,884681000.0,2016,CSIQ,,,3674.0,none,0,0
1376139,25000000.0,337000000.0,4782000000.0,4590000000.0,4159000000.0,3299400000.0,858100000.0,2016,CVI,-0.0945626477541371,0.0581923986179305,2911.0,none,0,0
1376227,98732182.0,166374851.0,104831796.0,,610073331.0,580803442.0,,2016,UNG,-0.1164639602807312,,6221.0,none,0,0
1376231,-375734.0,-445686.0,1580676.0,1099824.0,970241.0,59350.0,,2016,VPRB,1.1786352148272956,8.101971356360574,7372.0,none,0,0
1376321,-6492000.0,-563000.0,34750000.0,,30042000.0,35460000.0,22242000.0,2016,CNET,-0.1672024816694867,,7370.0,none,0,0
1376339,390000.0,23849000.0,,,117274000.0,135913000.0,48067000.0,2016,MDXG,-0.1726030622530589,,3841.0,none,0,0
1376793,432780.0,-759604.0,1798217.0,121505.0,688518.0,1226368.0,,2016,CVAT,0.972288905124726,1.3672176703893122,700.0,none,0,0
1376804,-2597956.0,-314324.0,,,17952.0,45288.0,-1913591.0,2016,RDCT,-50.42465995407172,,7822.0,none,0,0
1376986,1233000000.0,3042000000.0,10616000000.0,,49864000000.0,48742000000.0,,2016,TVC,-0.0371137827746091,,4911.0,none,0,0
1377121,-37177000.0,-29972000.0,,,93990000.0,14845000.0,87555000.0,2016,PTGX,-0.4853486022229707,,2834.0,none,0,0
1377149,-18612697.0,-6069233.0,,,21455924.0,30130411.0,-42703947.0,2016,CRVW,-0.4163057716006595,,3663.0,none,0,0
1377167,-2135139.0,-1291503.0,2756999.0,,2362322.0,541.0,1889843.0,2016,FGCO,-1559.4011090573013,,6199.0,none,0,0
1377630,32900000.0,,,,1142500000.0,1073700000.0,-358200000.0,2016,NCMI,,,7310.0,none,0,0
1377789,-29907000.0,356000.0,268690000.0,,156918000.0,209300000.0,,2016,AVNW,-0.1445914954610606,,3663.0,none,0,0
1378140,-9486000.0,-10038000.0,843000.0,938000.0,12421000.0,10609678.0,,2016,OPTT,0.0520279691805915,-0.0089540888988336,4911.0,none,0,0
1378590,-7824000.0,-2682000.0,15895000.0,7282000.0,18359000.0,18992000.0,12075000.0,2016,BLIN,-0.2707455770850884,0.4535067396798652,7372.0,none,0,0
1378789,1046630000.0,3381232000.0,5152131000.0,,41620453000.0,43749499000.0,8524447000.0,2016,AER,-0.0533629425104959,,7359.0,none,0,0
1378950,-603000.0,21571000.0,,,82134000.0,83756000.0,22853000.0,2016,PRTS,-0.2647452122832991,,5531.0,none,0,0
1379006,-10724629.0,-6829195.0,,,31364268.0,40849012.0,19146018.0,2016,NNVC,-0.0953617678684615,,2834.0,none,0,0
1379041,106700000.0,122800000.0,779800000.0,,3773400000.0,3755800000.0,840600000.0,2016,EIG,-0.0042867032323339,,6331.0,none,0,0
1381074,-7847000.0,-3346000.0,36573000.0,,85473000.0,93206000.0,38198000.0,2016,RTCJF,-0.0482908825612085,,7372.0,none,0,0
1381197,,635000000.0,1475000000.0,,54673000000.0,48734000000.0,974000000.0,2016,IBKR,,,6211.0,none,0,0
1381640,175906000.0,1158139000.0,4519396000.0,,9340341000.0,10262309000.0,3343870000.0,2016,MLCO,-0.0957126705110906,,7011.0,none,0,0
1381668,80553000.0,84914000.0,,,13189875000.0,12390639000.0,1665333000.0,2016,TFSL,-0.0003519592492364,,6035.0,none,0,0
1382101,1702000.0,-13153000.0,59731000.0,,,,-90901000.0,2016,STRO,,,2836.0,none,0,0
1382574,-2760125.0,-503529.0,2481866.0,,337124.0,2027670.0,-1148057.0,2016,SCNX,-1.1129010144648783,,2834.0,none,0,0
1383057,-6099895.0,-50466760.0,,,140842955.0,96949469.0,139731686.0,2016,DBP,0.4576287571002581,,6221.0,none,0,0
1383058,47793178.0,-27073545.0,,,453548425.0,410352640.0,452757654.0,2016,DBO,0.1824448430501141,,6221.0,none,0,0
1383062,21325643.0,-80751533.0,,,193340798.0,93760092.0,193214737.0,2016,DBE,1.0887060136417102,,6221.0,none,0,0
1383082,-30892189.0,-123371268.0,,,723863618.0,674419744.0,723229570.0,2016,DBA,0.1371239199663763,,6221.0,none,0,0
1383084,35725913.0,-139277591.0,,,284449176.0,126944288.0,284135889.0,2016,DBB,1.378585100260675,,6221.0,none,0,0
1383149,-1460793.0,2265249.0,,,32776491.0,43056495.0,32749139.0,2016,UDN,-0.086538442109605,,6221.0,none,0,0
1383151,27600800.0,263361637.0,,,849961943.0,1134347107.0,845909239.0,2016,UUP,-0.207838355248699,,6221.0,none,0,0
1383312,,437700000.0,2897000000.0,1975900000.0,2967300000.0,2353600000.0,985800000.0,2016,BR,,0.3913579197824609,7389.0,none,0,0
1383650,-171000000.0,0.0,1100000000.0,,15542000000.0,12833153000.0,,2016,CQP,-0.0133248625649518,,4924.0,none,0,0
1384101,,-27982000.0,,25462000.0,101034000.0,75247000.0,59581000.0,2016,VCYT,,,8071.0,none,0,0
1384195,-37637687.0,11214397.0,,,307597399.0,250866245.0,290540973.0,2016,REI,-0.1947335880122094,,1311.0,none,0,0
1384365,,,,,,16983.0,,2016,RDAR,,,7371.0,none,0,0
1384905,-16225000.0,29708000.0,,92211000.0,252629000.0,214813000.0,164248000.0,2016,RNG,-0.213827840959346,,7374.0,none,0,0
1385157,2009000000.0,1947000000.0,,,17615000000.0,19223000000.0,,2016,TEL,0.003225303022421,,5065.0,none,0,0
1385280,255091000.0,462910000.0,,,4306633000.0,4126497000.0,1261818000.0,2016,CNK,-0.050362086777235,,7830.0,none,0,0
1385613,44881000.0,-35787000.0,588366000.0,,2664693000.0,2712522000.0,874242000.0,2016,GLRE,0.029739113636682,,6331.0,none,0,0
1385818,-28180084.0,,2562445.0,957076.0,21506000.0,24409796.0,10446774.0,2016,AYTU,,0.0657674074785385,2834.0,none,0,0
1385849,-39864000.0,-12039000.0,54552000.0,35453000.0,196457000.0,192280000.0,134121000.0,2016,UUUU,-0.1447108383607239,0.0993291033908882,1400.0,none,0,0
1386278,41600000.0,114515000.0,718774000.0,,1740344000.0,1691448000.0,683733000.0,2016,GDOT,-0.0431080352455411,,6199.0,none,0,0
1386301,-497858.0,185171.0,,,13420346.0,7957565.0,5112674.0,2016,RSSS,-0.0858339203009966,,7389.0,none,0,0
1386570,-2928185.0,-2936596.0,,11274114.0,19752068.0,18749209.0,9974000.0,2016,NAGE,0.0004486055918412,,2833.0,none,0,0
1386716,-154228000.0,-33232000.0,222106000.0,,2011702000.0,2148846000.0,1037230000.0,2016,SBLK,-0.0563074319890769,,4412.0,none,0,0
1387467,-2928000.0,40182000.0,,,362028000.0,299766000.0,258356000.0,2016,AOSL,-0.1438121734953263,,3674.0,none,0,0
1388320,-24321724.0,-20789237.0,,,22528886.0,26587581.0,18008329.0,2016,ATNM,-0.1328622938656961,,2834.0,none,0,0
1388658,-20903000.0,-16651000.0,,20883000.0,138156000.0,37872000.0,93041000.0,2016,IRTC,-0.1122729193071398,,3841.0,none,0,0
1389050,-54555000.0,274315000.0,,,2414779000.0,2695180000.0,718966000.0,2016,AROC,-0.1220215347397947,,4922.0,none,0,0
1389170,-187300000.0,837400000.0,5586700000.0,,12871200000.0,13211000000.0,5248600000.0,2016,TRGP,-0.077564151086216,,4922.0,none,0,0
1389545,-13151000.0,-11661000.0,,,15381000.0,5077000.0,7101000.0,2016,SDEV,-0.2934804018120938,,6199.0,none,0,0
1390478,-17681000.0,-11850000.0,,,6420000.0,82144000.0,-4997000.0,2016,SLS,-0.0709850993377483,,2834.0,none,0,0
1390777,3547000000.0,6267000000.0,,,333469000000.0,393780000000.0,38811000000.0,2016,BNY-PK,-0.0069074102290619,,6022.0,none,0,0
1391135,-181727.0,-52276.0,,,605.0,52781.0,-148141.0,2016,LIFD,-2.4526060514200188,,2834.0,none,0,0
1391933,1498000.0,2308000.0,,,216163000.0,184168000.0,20790000.0,2016,QNTO,-0.0043981582033795,,6036.0,none,0,0
1392326,,155086000.0,113681000.0,,1598605000.0,1555875000.0,,2016,CCEC,,,4412.0,none,0,0
1392380,-37228000.0,-20516000.0,27213000.0,,112324000.0,102831000.0,69264000.0,2016,GEVO,-0.1625190847118087,,2860.0,none,0,0
1392449,-35653.0,0.0,,,0.0,,-183414.0,2016,GPLB,,,2836.0,none,0,0
1392694,-4600176.0,-641877.0,3296747.0,2328467.0,2357246.0,2626823.0,-3379915.0,2016,SURG,-1.5068769384157212,0.3686125787691062,4813.0,none,0,0
